本文,Level
もしかして、妊娠なさっておられるのではないでしょうか？,1
念願のお子様をお宿しになられたそうですね。,1
たまには羽目をはずされて、お遊びになられることも必要であると思われます。,1
社長様は応接室で、ご一局お囲みになられていらっしゃいます。,1
旦那様は小猫とお戯れになられておられます。,1
部長様、ご一局お手合わせいただけませんでしょうか？,1
先輩、どうぞお手柔らかにお願い申し上げます。,1
総長様のお道楽にも困っております。,1
あなた様のお出番でございます。カードをおめくりになられていただけますでしょうか。,1
先輩、ご一手ご指南、お願い申し上げます。,1
ご一勝ご一敗、こちらでお相子にいたしましょう。,1
私はお医者さんごっこなどは、致しませんでした。,1
お馬様には、いつも遊ばれております。,1
いいかげんに、お茶屋さんのお遊びをおやめになられたらいかがでしょうか。,1
おばあさまは、お手玉がお上手でいらっしゃるのですよ。,1
かるたでは、お手付きはだめでございますよ。,1
姉たちのおはじきのじゃまを致しまして、よく怒られましたものでございます。,1
まあ、シャツが絞れるほど汗をおかきになっておられます。,1
ずいぶん、汗をおかきになられるのですね。ご体質でいらっしゃいますか？,1
お暑うございます。一雨いただきたいですね。本日もお暑うございますね。,1
お暑いですね。こちらでお涼みになられるとよいかと思います。,1
先生は、お庭の東屋で涼まれるのがお好きでいらっしゃいました。,1
お寒い夜は、湯たんぽでお温もりになられるのが一番でございます。,1
本日は冷えますので、温泉でゆっくり温まれると良いと思われますよ。,1
南極で越冬なされるのでしょうか、それは大変なお仕事でいらっしゃいますね。,1
本日はお寒いので、カイロをおいれになってはいかがでしょうか？,1
冬のラグビーのご観戦には、お膝におくるみになる物をお忘れになりませんように。,1
お寒くございませんでしょうか。お寒うございますね。雪になりそうでございますね。,1
お濡れになられますから、傘をお持ちになってください。,1
雨に濡れられて、お冷えになられたのではございませんか？,1
おこたに入られて、おみかんでもいただきましょう。,1
お火鉢を跨がれるなんて、お行儀がよろしくないと思われますよ。,1
ご一族がご一堂に会されるのは、久々でいらっしゃるそうですね。,1
次のお集りの時に、ご細目をお知らせさせていただきます。,1
皆様、あちらでお集りになられておられます。,1
皆様、お揃いになられましたでしょうか。お揃いになられるまでお待ちいたしましょう。,1
シャンソンのお好きな方々が、お集いになられるそうですよ。,1
記念日には、ご創業時のメンバー様が集われるご予定でございます。,1
グループのご結成十周年とお伺いいたしました。早いものでございます。,1
また新たにチームをご結成なさるのでしょうか、それは楽しみでございます。,1
新人歓迎会に、どうぞご参集くださいますようお願い申し上げます。,1
ご集合のお時間をお忘れになられませんようにお願い申し上げます。,1
八重洲口の銀の鈴にご集合なさっていただきますようお願いいたします。,1
次のお集りからは、お料理はお持ちよりにいたしましょう。,1
ご必要なメンバーは、私がお集め致しましょう。,1
これだけのワインをお揃えになるのは、大変でございましたでしょう。,1
連句のお仲間を、お募りになっておられるのでしょうか？,1
ここはひとつ、あなた様が頭をお下げになられた方がよろしいのではないでしょうか？,1
先日のことは、彼女にお謝りになられたのでしょうか？,1
どうか、お見逃しいただけますでしょうか。ほんの出来心であるようなのです。,1
この件は、どうぞお目こぼしのほどを、おねがい申し上げます。,1
例の件、お許しをいただきたく思っているのですが？,1
この度のこと、どうぞお許し願いたいと思っております。,1
お詫びの申し上げようもございません。,1
失礼がございましたら、お詫び申し上げます。,1
例の件、どうかご寛恕賜りたく、お願い申し上げます。,1
どうぞ、ご寛大なご処置を、お願い申し上げます。,1
二度といたしませんので、どうぞお許し下さいますようお願い申し上げます。,1
理事長のご寛容なご処置には、尊敬いたしました。,1
ご無礼は承知の上で参上いたしました。ご無礼をどうぞお許し願います。,1
気がつきませんでして、ご無礼をおゆるしください。,1
何とぞ、ご容赦くださいますようお願い申し上げます。平に、ご容赦くださいませ。,1
この度は、誠に申し訳ございません。,1
この度の失態は、誠に遺憾でございます。,1
とんでもない失態をいたしまして、言葉もございません。,1
お聞き苦しいところを、お聞かせいたしまして、申し訳ございません。,1
私の言葉がお気に障ったようでしたら、お詫び申し上げます。,1
とんでもないお粗末をいたしてしまいました。,1
お見苦しい所をお見せいたしまして、申し訳ございません。,1
どうか、お見捨てがございませんよう、お願い申し上げます。,1
お耳障りかと存じますが、しばらくの間、ご辛抱いただけますでしょうか。,1
お片付け致しましょうか。お目障りではございませんか？,1
つまらぬ事でお騒がせいたしまして、申し訳ございません。,1
至りませんでしたようで、申し訳ございません。,1
気が利きませんでしたようで、本当に申し訳ございません。,1
うっかりいたしておりまして、気がつきませんで、申し訳ございません。,1
行き届きませんでしたようで、どうしてよいかわからず、申し訳ございません。,1
この度は、大変ご迷惑をおかけしてしまい、申し訳ございませんでした。,1
三十分も遅れてしまい、申し訳ございません。,1
せっかくでございますが、私は飲むことができません。申し訳ございません。,1
この度は、ご面倒をおかけして申し訳ございませんでした。,1
失礼いたしました。失礼いたします、前を通らせていただきたいと思います。,1
国民文化祭の「連句」にご応募願います。,1
応募された論文が入賞したとお聞きしました。,1
特許出願の手続きは、もう済まされましたか。,1
画期的な発明でいらっしゃいますね、特許を出願された方がよろしいかと存じます。,1
この度出展される絵は、何号になりますか。,1
この度ご出品いただけたこと、心より感謝いたします。,1
公募展に出品されたらどうでしょうか。,1
久々のご出展、楽しみに致しております。,1
投稿された句が、今朝の新聞に載ってらっしゃいましたね。,1
この際、巡り合わせと思って表彰をお受けになったらいかがですか。,1
受賞記念パーティーには出席させていただきたく存じます。,1
執念ですね、ついに賞を受賞されるとは。,1
念願のご入選、お祝い申し上げます。,1
入選されたのは、今度で何回目になりますか。,1
国体のスキーで、入賞されたことがあるとお聞きしました。,1
お気詰まりとは存じますが、もうしばらくのご辛抱を。,1
義理のチョコレートとはいえ、嬉しくなりますね。,1
ここはひとつ、堪えていただけますか、この私に免じて。,1
ご主人の回復を願って、好きなコーヒーをお断ちになられたのですか？,1
ご指示のあるまで、ご連絡は控えさせていただきます。,1
アルコールはしばらく、控えられた方がいいですよ。,1
夜のお付き合いを、少しお減らしになったらいかがですか。,1
数値がもう少し下がるまで、お酒は我慢されたらどうでしょう。,1
義理だとしてもご兄弟なら、気兼ねなさる必要ないと思います。,1
もう一、二年ご辛抱をお願いします。,1
もう少し辛抱されるのは難しいでしょうか。,1
どういった理由で自粛されているのでしょうか。,1
ご立腹だとは存じますが、ここはご自重ください。,1
お似合いの品を、私がお選びしましょうか？,1
お客様のお好きなお支払い方法をお選びいただけます。,1
いい人をお選びになったのですね。,1
あなたのお見立てでしたら間違いないはずです。,1
プレゼントですか？良さそうなものを見立てましょうか？,1
さすがにお目が高いですね、勉強になります。,1
ご吟味は、もう済まされましたか？,1
十分に吟味された方がよろしいかと思います。,1
まあ、特定のものを選ぶのは〇〇さんの自由なのですが…。,1
あなたのご選択で間違いありません。,1
最強のメンバーを選抜されたんですね、監督！,1
応募作品をご選考ください。,1
りんごは、糖度で選別のだそうで。,1
どちらも捨てがたい、迷われるのは当然のことです。,1
素敵な男性が揃った場合、目移りすることもあるでしょうね。,1
どうか、お煙草はご遠慮いただけますでしょうか。,1
遠慮なんてなさらず、ご自分でお決めください。,1
明日ですが、午後一時にご来社ください、とのことをお伝えします。,1
お客様を応接間に、お通ししました。,1
ただいま、お取り次ぎしますので、少々お待ちいただけますでしょうか。,1
小説家の先生が、いらっしゃいました。,1
応接間にご案内いたします。どうぞこちらの方へ…。,1
あの方はどなたにも穏やかに対応されるのですね。,1
貴社の成長の秘訣は、どこにあるのでしょうか。,1
御社のご担当者様に、お伝えいただけますでしょうか？,1
貴社におかれましては、ますますのご清栄のことと存じますます。,1
当社に限りまして、そのような偽装はあり得ません。,1
石の上にも三年、弊社もついに軌道に乗ったところです。,1
弊社が社運を賭けた新製品を発表させていただきます。,1
ただいま、係りの者が参りますので。,1
担当の者をお呼びしました。,1
お客様がいらっしゃいました。,1
お客様のお名前を頂戴できますでしょうか？,1
本日は、お約束でしょうか？,1
ご訪問の趣旨を、お聞きしてもよろしいでしょうか？,1
お急ぎのご用件でしょうか？,1
ご用件をお伺いしてもよろしいでしょうか？,1
こちらにいらっしゃったのは、どういったご用件からでしょうか？,1
私で問題ございませんでしたら承ります。,1
さようでございますか。いましばらくお待ちください。,1
ご面会の受付はこちらで承ります。,1
私に何なりとおっしゃってください。,1
ご入用のものがございまそたら、おっしゃってください。,1
取材旅行には、ワゴン車がご入用とお伺いしました。,1
すべてお揃いでよろしいでしょうか？,1
ご用事がお済みになるまで、こちらでお待ちしております。,1
お申し付けくださり、ありがとうございます。,1
落成式にはぜひ出席させていただきたく存じます。,1
お祝い返しの品を選びに行って参りました。,1
父の米寿のお祝い事ですので、どうぞお気兼ねなさらず。,1
謹んでお慶申し上げます。,1
それでは、ご友人の方から、お祝いのお言葉を賜りたく存じます。,1
先方の顔を思い浮かべながら、お祝いの品を選ぶのは喜ばしいことですね。,1
早速ですが、お祝いの席を設けたいと思います。,1
お祝い品を持って参りました。,1
誕生祝いに、ベビーシューズを二足だなんて心配りが利いていますね。,1
それでは、会長からお祝いのご挨拶を頂戴いたします。,1
ご祝儀は、短い方が感じがいいですよ。,1
ご祝儀袋は、中身相応のものでよいかと思います。,1
当選の祝宴は、ご盛況でしたね。,1
故郷では、祝賀行事が続いているのだそうですね。,1
この度はおめでとうございます。お二人のご多幸をお祈りいたします。,1
これからのサッカー人生が幸多からんことをお祈りします。,1
昇進で、第一子誕生に花を添えることができましたね。,1
謹んでお慶び申し上げます。,1
貴店のますますのご発展、ご繁栄をお祈り申し上げます。,1
それは何よりです、幸運に恵まれたのですね。,1
どうぞお許しください。,1
こちらの間違いでご迷惑をおかけし、大変申し訳ございません。,1
このたびは失礼をおかけして、大変申し訳ございません。,1
落選は、私の力不足によるものでした。,1
私に免じてお許しください。,1
私が至らなくてこんな事態になって申し訳ないです。,1
お部屋の家具を全部新しくされたんですね。,1
その方針はやめられたほうがいいと思います。,1
息子さん帰省されたのですね今朝港でお見掛けしました。,1
先生がご挨拶にいらっしゃいました。,1
浅草では荷風先生をよく見かけました。,1
表通りに開店したフレンチの店、評判はどうですか,1
先生は市民の食習慣を改善されました。,1
病気予防のためにも、食生活を改善されたほうがいいでしょう。,1
この製品を改良されるのは何年ぶりですか？,1
許可証の更新は早めにお願いいたします。,1
まだ車の免許を更新される頃ではありませんか。,1
今後、態度を改められるようにお願いいたします,1
総理、いつ内閣を改造されるつもりですか？,1
いよいよ、政治の世界に転身されるんですね。,1
なるほどやっぱり、いらっしゃった,1
春の園遊会で、お姿を見かけました,1
旅行されてたの？暫くお見掛けしなかったわね。,1
師匠は人前に出るのが好きではありません。,1
よくそんなところへ、行かれたもんですね,1
これはこれは、珍しい人がいらした,1
待ってください。そんなに早く歩かないでください,1
驚きました、二駅も歩くのですか,1
パジャマであちこち歩き回るのではたいへんですね,1
お召し物を汚さないように、気を付けて進まれてください,1
初めてパリの町を闊歩されて気分はどうでしたか？,1
老師は山寺で自由に散策を楽しんでいらっしゃいます。,1
コスモス畑を散策するのも悪くありませんよ。,1
お客様、お散歩には海辺がいいと思います。,1
犬と一緒に散歩されるのが院長先生の日課です。,1
毎週同一路線を往復する人には、割引があるという話です,1
英会話教室に、通っておられるそうですね,1
あの店によく行かれているのは、何か目的がおありなんでしょ,1
今日はどちらに回られるんですか？,1
火の用心で町内を巡回するんですか？,1
もう問題ありませんので、安心してください,1
就職が決まって、ご両親も安堵されたでしょう,1
もう大丈夫、峠は越えたので安心されてください,1
娘さんが結婚されて、安心されたんじゃないでしょうか,1
お仕事がひと段落して、ようやく落ち着かれますね,1
息子さんが帰国されて、心強いことですね,1
ご主人が戻られて安心されましたね,1
どうぞ心を安らかにされてください,1
ご隠居は、安らかな顔で寝ていらっしゃいます,1
ご子息の勤務先が決まって、肩の荷が下りましたね,1
ケガも軽くて、ほっとされたことでしょう,1
大事に至らなくて、校長も安心されています,1
坊ちゃんが店を継がれるとは良かったですね。これで安泰です。,1
こんな時代でも、御社はゆるぎなくてけっこうですね。,1
肝機能の数値もいいから、このまま安定だといいですね,1
ご不満があるようでしたら、はっきりと一言おっしゃってください,1
僧正は、今の場所でがんばることが一所懸命だと申されました,1
そんなことを急に言いだれても困りますわ、どうされましたか？,1
お客様が腹を立てられるのは、ごもっともです。,1
温厚なあの方が激怒するとは、よほどのことですね。,1
あたなのお話も理解出来ます。,1
威張った言い方、もう1回言ってみなさい!,1
私には、身の丈に合わないお言葉です。,1
皇后様は、避難している全員に安心出来る言葉を下さいました。,1
ご自分の意見を真っすぐにおっしゃいましたね。,1
ここは、ご自分の意見をはっきりおっしゃるべきですよ。,1
あなたのご考えは今年も見事でしたね。,1
本当に申しづらいのですが、今年の選挙は不合格です。,1
このたび、気持ちを込めて申し上げます。,1
大変申しづらいのですが、ご勘定お忘れではございませんか?,1
残業代のことを申したのは、店長です。,1
お役所仕事には、言いたいことが沢山あります。,1
立派な家が建ちましたね。,1
いいお住まいですね、お庭も大きいし。,1
雨が降りましたね、ご自宅に車でお送りましょうか。,1
ご自宅はこの近所ですか?,1
これは、ご邸宅とも呼ぶほど立派な建築ですね。,1
まるで主役になるお住まいですね。,1
お近くに出る場合は、私の自宅までお尋ねください。,1
たまにはこちらにもお立ち寄り下さい。手紙文,1
お宅には三世代の方々がいますか?,1
急のご転勤で、他の家にお住みになるのでしょうか?,1
夫の母と同居ですか…,1
部長は、息子のご家族と一緒に住んでいるようですね。,1
今のお部屋が寛ぎにくいのですね。,1
これだけ大きいと、お庭の掃除も大変でしょうね。,1
こんなにしっかりした門は、近頃珍しいですね。,1
寒いときの料理屋掃除は大変ですね。,1
三河屋さん、裏口に来てちょうだい。,1
お釜で炊いたご飯はとても美味しいですね。,1
子供のとき、かまどの前で、よく漫画を読みました。,1
彼の実家の倉庫には、お金になるものがあるらしいですよ。,1
お玄関に誰かいらっしゃいますよ。,1
お客様を和室にお呼び下さい。,1
風が気持ちいいので、お障子は開けておきましょうね。,1
お台所は使用した後元に戻してきれいにしておかないといけませんよ。,1
お孫さんは、皆から人気者ですね。,1
お網戸のある部屋に住みたいわ。,1
子供の頃、仏壇の部屋が怖いと思っていました。,1
広々として安心出来るご仏間ですね。,1
花火をご覧になるのでしたら、二階はどうでしょうか。,1
お廊下はゆっくり歩きましょう。,1
女性の建築家がお宅の家をお建てになったのですか?,1
プロに建ててもらった木造建築を、皆さんにお見せしたいわ。,1
本店はリニューアルだそうですね、この不況でもすごいです。,1
ご自宅をリフォームなさったそうですね。,1
お店をリニューアルするそうですね、踏み切りましたね。,1
築百年の主屋を取り壊すのですか、残念ですね。,1
お風呂のご修繕を引き受けました。,1
地震で斜めになった家を直すのは大変ですね。,1
都心にご新居をお建てになるのは驚きです。,1
ご新築の祝いのお酒を運んできました。,1
いい建築物を建ててますね、総檜でしょう。,1
もうすぐ屋根を建て直す必要がありますね。,1
今日はご新居の様子を見にいらっしゃったのですか?,1
下見する際は、雨の日がいいと思います。,1
怒る気持ちは、十分分かります。,1
一時間も待たせたので怒るのは当然だと思います。,1
社長は機嫌が悪いため、覚悟をお願いします。,1
お客様のお怒りも分かります。,1
普段のんびりしたあの方が怒るのはよほどでしょう。,1
この件に、これ以上お関わりになるのはいかがなものかと存じます。,1
あの事件には、弁護士として携わられたのでしょうか？,1
どうか、お構いいただきませんように。,1
あなた様は、まことにお世話がお好きでいらっしゃいますね。,1
なにとぞ、お取り成しいただきますようにお願い申し上げます。,1
これ以上のご介入はいかがなものかと存じます。,1
あなた様、あの件に介入されるおつもりですか？,1
お二方は、どのようなご関係でいらっしゃいますか？,1
例の件に、今もご関係でいらっしゃいますか？,1
もう、あなた様のご干渉はお受けいたしません！,1
そこまで干渉なさるのは、いかがなものかと存じます。,1
あの方が疑獄事件に関与なされていたとは、驚愕いたしました。,1
この度は、ご仲裁を賜りまして、感謝申し上げます。,1
犬猿の間柄を仲裁なさるのは、至難の業でございましょうね。,1
研究に携わられ二十年でいらっしゃいますか。ご苦労がおありだったでしょうね。,1
今度、埋め合わせをなさっていただけますのでしょ？,1
ここは諦めないで、交渉をお重ねになられた方がよろしいのではないでしょうか・・・。,1
海外進出されるよりも、足元をお固めになられる方が、お先ではございませんか。,1
この度の入札について、なにとぞお口添えをたまわることはできませんでしょうか。,1
お若い方々をおまとめになられるのは、大変でございましょう。,1
その場を何とか、お取り繕いになられたんでございますね？,1
よろしくお計らい賜りますよう、お願い申し上げます。,1
あなた様が便宜をお計らいになられたのございますね。,1
ついに提携が本決まり。気長に交渉をなされた成果でございますね。,1
そのご折衝には、ずいぶんお時間がかかるようでございますね。,1
相手が相手だけに、折衝なさる方は大変でございますね。,1
お住まいをお探しでしたら、お仲介いたしましょうか？,1
縁談を仲介なさるのが、ご趣味でいらっしゃるんでしょうか？,1
ドイツでオペラをご覧になるために、予定を調整なさったんでございますね。,1
どんなに確信がおありでございましても、事前に根回しをなさるべきでございます。,1
弥勒菩薩の前で、足をお止めになっておられましたね。,1
嬉しゅうございます、お気に留めていただけとは・・・,1
いつもお心にお留めいただきまして、感謝の言葉もございません。,1
少数意見もお取り上げになるので、部長は人気がおありになります。,1
あの作品が、お目に留まったようでございますね。,1
有機農業に、ご関心をお持ちのようでございますね。,1
お嬢様はどのようなことに関心を持たれていらっしゃいますか？,1
物事に幅広くご関心をお示しになるのは、良いことでございますよ。,1
その男性にお会いになられて、ご感触はいかがでございますか？,1
新曲のご感想を、お聞かせいただけないでしょうか？,1
考古学にご興味をお示しだとは、ロマンチックでいらっしゃいますね。,1
言葉遣いが良ろしくないと、お相手のご心証が良くございませんよ。,1
次の試合にご注目いただきますように。,1
監督が今注目なされているのは、どちらの選手でいらっしゃいますか？,1
首相はこの事態をご重視なさるはずでございますが。,1
社長じきじきのお声がかりなのですから、このお仕事はされるべきです。,1
まだまだ若い彼を、お取立てになるのでしょうか？,1
いつもお引き立ていただきまして、まことにありがとう存じます。,1
若輩者でございますが、どうぞお引き立ていただきますように。,1
会長のご信頼が厚いあなた様であれば、きっと良いことがございますよ。,1
先生のお眼鏡に適いますかどうか、不安でございます。,1
あのピンチに新人を起用なさるとは、思い切ったご采配でごさいましたね。,1
日頃のご愛顧に感謝申し上げます。,1
これほどのご厚遇、戸惑うばかりでございます。,1
いつもご贔屓いただきまして、感謝申し上げます。,1
どちらのお相撲さんを贔屓になさっておられるのですか？,1
社長はやはりイエスマンのあの方を登用なさいましたね。,1
彼を宴会部長に抜擢なされたのは正解でございますよ。,1
部長は学校の後輩ばかり優遇なさるんですよ！,1
お仕事よりもデートを優先なさるのでしょうか？,1
確かにお預かりいたします。お荷物、こちらでお預かりいたします。,1
この書類、あなた様にお届けさせていただきますわ。,1
お荷物をお預けになるのでしたら、こちらで承ります。,1
申込書も封筒にお入れさせていただきました。,1
貴重品は金庫の中にお入れになってください。,1
降ってまいりましたね。傘をお貸しいたしましょう。,1
倉庫をお貸しになっていらっしゃるのですか？,1
それでは、傘を拝借いたします。,1
ここは奮発して、広い部屋をお借りになられてはいかがでしょうか？,1
新社長の年頭のご挨拶を、皆様にお配りさせていただきます。,1
大入り袋をお配りになられたのですか？,1
申込書は窓口にお出しになってください。,1
遺産は三人のご兄妹でお分けになられるんでしょうか？,1
先生にお渡ししたいものがございますが。,1
指輪をお渡しになるのであれば、タイミングが大事でございます。,1
給料をいただき次第、お返しいたします,1
今年中に何とか、ご返済いただきたいのですが…,1
宝くじを当てられて、ローンを一括返済なさったそうですね,1
お困りの様でしたら、お貸しいたしましょう,1
お金をお貸しになるのは、ご友人を無くす事と同じですよ,1
それでは、ありがたくお借りいたします,1
貸して下さった資料は明日必ずお返しいたします。,1
あの献金は、お返しになった方がよろしのでは？,1
お怪我をなさっておりますね。新しい物とお取替えいたします。,1
お直ししたテレビは、その後いかがですか？,1
居間をフローリングにお直しになるのですね？,1
車は会社に、お帰しになられたのですか？,1
パソコンの修理でしたら、私共が承りいたします。,1
お渡しした資料は、ご返却には及びません。,1
図書館でお借りた本はご返却なさったのですか？,1
先日の資料は速達でご返送ください。,1
ご返送なさる時は、こわれ物のシールをお貼り下さい。,1
ご返信なされる場合は、一週間以内にお願い申し上げます。,1
色が違うようなら返品なされた方がよろしいかと思います。,1
記念の年ですから、優勝旗を返還される必要はございません。,1
お帰りをお待ちしておりました。,1
お客様は、先ほどお帰りになりました。,1
日本へお帰りになられるのは何年ぶりですか？,1
ご子息を共だっての帰郷、さぞご両親もお喜びになるでしょう。,1
部長はお戻りになりましたでしょうか？,1
部長は何時頃に戻られますでしょうか？,1
午前の便で戻られるのですね、空港までお迎えにあがります。,1
久しぶりに帰省なされまして、ご家族もお喜びになりましたでしょう。,1
ご主人は、ご帰宅されたでしょうか？,1
社長が帰宅するのは、かなり遅い時間になるかと思います。,1
先生はアフガンから無事にお戻りになられました。,1
久しぶりのご帰郷、後援会の皆様も楽しみになされていると思います。,1
博士のご帰国を、一同心よりお待ちにしております。,1
ご帰朝報告会には、是非とも出席させていただきます。,1
昨日もお帰りが遅くなられたようですが、おからだにはお気を付けください。,1
私が代わりにお礼状をお書きしましょうか？,1
あの夏の日のことは、是非ともお書きいただきますようお願いいたします。,1
半世紀のご体験をもとに、自叙伝をお書きになられたのですね。,1
源氏物語を現代語に翻訳なされたのですね？,1
先生が加筆なされると、不思議と論文が生き生きとしてきます。,1
新しい雑誌へも、ぜひご寄稿いただければと思います。楽しみにしております。,1
書類にそんな記述があったのですか？,1
この書類に、必要事項をご記入いただけないでしょうか。,1
先生、明日の朝までにご校閲をお願いいたします。,1
水の流れるような口述には、敬服いたしました。,1
ついに、長編小説をご執筆ねされるのですね。,1
ご執筆なされるのは夜ですか、それとも昼間ですか？,1
明日の朝までに、ご推敲をお願いいたします。,1
お届け先のご住所、お電話番号をご明記いただけないでしょうか。,1
それでは一週間後に、原稿を頂戴しに参りますのよろしくお願いいたします。,1
早々に玉稿を賜り、厚くお礼申し上げます。,1
貴著のご指摘はとても斬新だと存じます。,1
引揚げ体験のご手記は、涙なくして読めませんでした。,1
ご著書の指摘には敬服いたしました。これだけのものを書いていただきありがとうございます。,1
お書きになったご本、拝読しました。,1
自叙伝のご刊行、お祝い申し上げます。,1
念願のご出版、おめでとうございます。,1
貴紙をぜひ購読いたしたく、一部申し込みいたします。,1
貴紙の信条はどこにおありなのでしょうか？,1
インターネット全盛で、小誌も苦戦しております。,1
拙著をお読みいただき、ありがとうございます。,1
拙文をお読みいただき、恐縮です。,1
弊誌にも、ご執筆いただけないでしょうか？,1
弊紙の論調をどうお考えですか？／弊紙の会長は個性的でして・・・。,1
そんなお疑いはあんまりでございます。／そのお疑いは心外です。,1
何を根拠に、私をお疑いになるのですか？,1
私に疑いをお持ちになるなんて、ひどい！,1
納得がいかないご様子で、あの方は、何度も首を傾げられていました。,1
ご不信の点がございましたら、お申し出ください。,1
